unique_code,active,anomaly_detection_active,counter_reading,create_date,customer,equipment_id,equipment_name,equipment_no,equipment_type,gen_read_val,good,job_order_operation_id,job_order_reference_no,machine_state,measurement_date,operationname,operationno,operationtaskcode,plant_id,plant_name,prod_order_reference_no,produced_stock_id,produced_stock_name,produced_stock_no,shift_finish_time,shift_start_time,stock_id,trend_calculation_active,update_date,valuation_code,work_center_id,work_center_name,work_center_no,work_station_id,work_station_name,work_station_no,workstation_state,year
eecd399c-091c-4ea1-bf4a-8090c425892d,False,True,21.5,2024-03-25 08:19:58.000+0000,teknia_group,7129,Inlet Air Temperature,Inlet Air Temperature,False,,False,895408,008973 - 1,Running,2024-03-25 08:19:58.000+0000,Preconditioning,008973 - 1,10,149,MARIFARM,008973,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
e795797f-5dd3-4cdb-88a9-6492bf01b371,False,True,317.0,2024-01-11 12:10:14.000+0000,teknia_group,7140,PD Product Filter,PD Product Filter,False,,True,895031,008579 - 3,Stopped,2024-01-11 12:10:14.000+0000,Heating/Cooling Sušenje (gretje/hlajenje),008579 - 3,27,149,MARIFARM,008579,294089,Citramon-Forte tablet mass,Citramon-Forte tablet mass,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
2503c999-73c9-4834-b4cf-8056aad5b984,False,True,24.9,2024-03-21 12:56:22.000+0000,teknia_group,7142,Inlet Air Handler Exit Temp.,Inlet Air Handler Exit Temp.,False,,False,895406,005567 - 7,Running,2024-03-21 12:56:22.000+0000,Discharging Side Praznjnje polnega FB,005567 - 7,83,149,MARIFARM,005567,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
b614480a-caa9-46ed-961d-0a044b920939,False,True,1694.0,2025-05-19 09:22:31.000+0000,teknia_group,7133,Inlet Air Flow,Inlet Air Flow,False,,True,894184,010501 - 5,Stopped,2025-05-19 09:22:31.000+0000,Discharging Praznjenje,010501 - 5,81,149,MARIFARM,010501,294089,Citramon-Forte tablet mass,Citramon-Forte tablet mass,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
6eb6dbd8-b6f6-48fc-a22c-d9a4b71c67d5,False,True,38.3,2024-12-11 16:10:22.000+0000,teknia_group,7130,Product Temperature,Product Temperature,False,,False,895429,009927 - 6,Stopped,2024-12-11 16:10:22.000+0000,Heating/Cooling Susenje,009927 - 6,25,149,MARIFARM,009927,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
e94697a8-8f80-4ee8-8e35-39b5456d431a,False,True,14.3,2024-03-21 12:37:52.000+0000,teknia_group,7138,Dehumidification Temp.,Dehumidification Temp.,False,,False,895406,005567 - 7,Running,2024-03-21 12:37:52.000+0000,Discharging Side Praznjnje polnega FB,005567 - 7,83,149,MARIFARM,005567,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
9407fa69-7790-4e10-a00f-382ad5f2f5db,False,True,0.0,2024-03-19 10:30:24.000+0000,teknia_group,7140,PD Product Filter,PD Product Filter,False,,False,895389,005566 - 1,Running,2024-03-19 10:30:24.000+0000,Preconditioning,005566 - 1,10,149,MARIFARM,005566,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
92e690d9-9729-497f-86e3-3bd70c4e93d2,False,True,85.0,2025-03-24 17:43:56.000+0000,teknia_group,7129,Inlet Air Temperature,Inlet Air Temperature,False,,True,897223,010342 - 5,Running,2025-03-24 17:43:56.000+0000,Spraying Prsenje,010342 - 5,61,149,MARIFARM,010342,293601,Loperamide 2 mg granulate,Loperamide 2 mg granulate,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
c300f7e0-8613-4269-85c8-ce5816d7c2a7,False,True,47.3,2024-03-25 08:38:18.000+0000,teknia_group,7130,Product Temperature,Product Temperature,False,,False,895410,008973 - 3,Running,2024-03-25 08:38:18.000+0000,Charging Pazi pregrevanje in izgube snovi,008973 - 3,43,149,MARIFARM,008973,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
e063c88d-641b-4e28-a26d-9457395d9a4e,False,True,2738.0,2025-09-15 07:02:37.000+0000,teknia_group,7133,Inlet Air Flow,Inlet Air Flow,False,,True,894152,011014 - 2,Running,2025-09-15 07:02:37.000+0000,Charging Polnjenje,011014 - 2,41,149,MARIFARM,011014,294089,Citramon-Forte tablet mass,Citramon-Forte tablet mass,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
6164e1c0-b7a1-474b-93eb-38be4af24d95,True,True,24.4,2024-03-25 10:03:26.000+0000,teknia_group,7137,Spray Quantity Total,Spray Quantity Total,False,,True,905191,008973 - 14,Stopped,2024-03-25 10:03:26.000+0000,Heating/Cooling Susenje,008973 - 14,25,149,MARIFARM,008973,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
0558de15-c43c-4add-9f5a-9800f00674ac,False,True,0.25,2024-01-19 06:26:49.000+0000,teknia_group,7132,Total Air Flow,Total Air Flow,False,,True,895039,008639 - 1,Running,2024-01-19 06:26:49.000+0000,Preconditioning Predgretje,008639 - 1,11,149,MARIFARM,008639,294089,Citramon-Forte tablet mass,Citramon-Forte tablet mass,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
9fb5f411-93de-413e-a666-d89dd779b88d,False,True,0.0,2025-09-08 06:21:47.000+0000,teknia_group,7139,PD Product,PD Product,False,,True,894126,010510 - 1,Running,2025-09-08 06:21:47.000+0000,Preconditioning Predgretje,010510 - 1,11,149,MARIFARM,010510,294089,Citramon-Forte tablet mass,Citramon-Forte tablet mass,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
ff057905-7dea-4295-b1b1-1b8e5478a052,False,True,0.0,2025-06-10 07:37:17.000+0000,teknia_group,7137,Spray Quantity Total,Spray Quantity Total,False,,True,897182,010708-1 - 4,Running,2025-06-10 07:37:17.000+0000,Heating/Cooling Gretje surovin,010708-1 - 4,24,149,MARIFARM,010708-1,293601,Loperamide 2 mg granulate,Loperamide 2 mg granulate,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
12279f2c-e4ac-46bd-bdbe-fd2d71de5751,False,True,0.0,2024-03-25 08:24:59.000+0000,teknia_group,7140,PD Product Filter,PD Product Filter,False,,False,895408,008973 - 1,Running,2024-03-25 08:24:59.000+0000,Preconditioning,008973 - 1,10,149,MARIFARM,008973,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
40dd689f-8afc-4705-8dcb-ae332d909c22,False,True,1.5,2024-12-12 08:55:59.000+0000,teknia_group,7134,Atomising Air Pressure,Atomising Air Pressure,False,,False,895435,009929 - 3,Running,2024-12-12 08:55:59.000+0000,Charging Pazi pregrevanje in izgube snovi,009929 - 3,43,149,MARIFARM,009929,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
fbedc218-7b54-4a37-8d74-0a8a02191d53,False,True,71.1,2025-03-19 07:44:28.000+0000,teknia_group,7129,Inlet Air Temperature,Inlet Air Temperature,False,,True,897239,010336 - 5,Running,2025-03-19 07:44:28.000+0000,Spraying Prsenje,010336 - 5,61,149,MARIFARM,010336,293601,Loperamide 2 mg granulate,Loperamide 2 mg granulate,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
49c8d49c-4ba4-4af6-89ab-a5fe7119f4ac,False,True,1074.0,2024-09-25 18:15:00.000+0000,teknia_group,7132,Total Air Flow,Total Air Flow,False,,True,897285,009641-1 - 7,Stopped,2024-09-25 18:15:00.000+0000,Discharging Praznjenje,009641-1 - 7,81,149,MARIFARM,009641-1,293601,Loperamide 2 mg granulate,Loperamide 2 mg granulate,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
9b037658-0937-42b6-8f1c-811a4027c5da,False,True,23.8,2025-03-26 15:06:49.000+0000,teknia_group,7130,Product Temperature,Product Temperature,False,,True,897195,010409-1 - 1,Running,2025-03-26 15:06:49.000+0000,Preconditioning,010409-1 - 1,10,149,MARIFARM,010409-1,293601,Loperamide 2 mg granulate,Loperamide 2 mg granulate,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
f4d4969d-1dd5-4ff3-a4e9-3463288c38f2,False,True,33.76,2024-01-04 11:04:10.000+0000,teknia_group,7130,Product Temperature,Product Temperature,False,,False,895385,005565 - 5,Running,2024-01-04 11:04:10.000+0000,Spraying Granulacija,005565 - 5,62,149,MARIFARM,005565,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
566033c6-e461-47c3-8865-4de72d9c66b8,False,True,22.12,2025-09-12 08:08:00.000+0000,teknia_group,7141,Exhaust Air Temp.,Exhaust Air Temp.,False,,True,894147,011011 - 2,Running,2025-09-12 08:08:00.000+0000,Charging Polnjenje,011011 - 2,41,149,MARIFARM,011011,294089,Citramon-Forte tablet mass,Citramon-Forte tablet mass,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
636b75c5-359d-4b1e-a394-ed92c01a6cb3,False,True,33.1,2025-03-26 09:13:43.000+0000,teknia_group,7130,Product Temperature,Product Temperature,False,,True,897208,010409 - 6,Stopped,2025-03-26 09:13:43.000+0000,Heating/Cooling Susenje,010409 - 6,25,149,MARIFARM,010409,293601,Loperamide 2 mg granulate,Loperamide 2 mg granulate,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
8069a5e3-55f3-4e87-83f7-68d1a17b72ea,False,True,25.4,2025-05-21 07:07:30.000+0000,teknia_group,7130,Product Temperature,Product Temperature,False,,True,894194,010507 - 2,Running,2025-05-21 07:07:30.000+0000,Charging Polnjenje,010507 - 2,41,149,MARIFARM,010507,294089,Citramon-Forte tablet mass,Citramon-Forte tablet mass,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
90048cb3-122f-4e70-b06f-a2de116fc4a4,False,True,0.0,2024-03-19 10:47:59.000+0000,teknia_group,7137,Spray Quantity Total,Spray Quantity Total,False,,False,895392,005566 - 4,Running,2024-03-19 10:47:59.000+0000,Heating/Cooling Gretje nad T granulacije,005566 - 4,30,149,MARIFARM,005566,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
b5818cd7-6de0-4ee1-a116-01b0782c8573,False,True,2299.0,2025-03-26 09:24:20.000+0000,teknia_group,7139,PD Product,PD Product,False,,True,897208,010409 - 6,Stopped,2025-03-26 09:24:20.000+0000,Heating/Cooling Susenje,010409 - 6,25,149,MARIFARM,010409,293601,Loperamide 2 mg granulate,Loperamide 2 mg granulate,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
e519245b-827e-4022-bd29-cfeac7fac559,False,True,23.3,2025-03-19 14:45:21.000+0000,teknia_group,7141,Exhaust Air Temp.,Exhaust Air Temp.,False,,True,897227,010336-1 - 1,Running,2025-03-19 14:45:21.000+0000,Preconditioning,010336-1 - 1,10,149,MARIFARM,010336-1,293601,Loperamide 2 mg granulate,Loperamide 2 mg granulate,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
7d8f6963-b44f-4e72-b0c6-5321a5c4d582,False,True,21.8,2024-03-25 08:17:43.000+0000,teknia_group,7141,Exhaust Air Temp.,Exhaust Air Temp.,False,,False,895408,008973 - 1,Running,2024-03-25 08:17:43.000+0000,Preconditioning,008973 - 1,10,149,MARIFARM,008973,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
08f52f5c-4758-40a5-bec4-5738520882e0,False,True,50.16,2024-01-11 08:57:50.000+0000,teknia_group,7142,Inlet Air Handler Exit Temp.,Inlet Air Handler Exit Temp.,False,,True,895029,008579 - 1,Running,2024-01-11 08:57:50.000+0000,Preconditioning Predgretje,008579 - 1,11,149,MARIFARM,008579,294089,Citramon-Forte tablet mass,Citramon-Forte tablet mass,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
7926dd38-3460-4ea0-906c-6cdb251e1a34,True,True,24.4,2024-12-11 10:19:44.000+0000,teknia_group,7137,Spray Quantity Total,Spray Quantity Total,False,,True,905182,009925 - 15,Running,2024-12-11 10:19:44.000+0000,Discharging Side Praznjnje polnega FB,009925 - 15,83,149,MARIFARM,009925,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
81e5b99d-44d1-40cb-874d-adf03da7e943,True,True,0.0,2024-12-11 08:01:05.000+0000,teknia_group,7136,Spray Quantity Operation,Spray Quantity Operation,False,,True,905188,009925 - 9,Running,2024-12-11 08:01:05.000+0000,Preconditioning,009925 - 9,10,149,MARIFARM,009925,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
cd68a188-3886-4a63-8d43-4caaf6c4efaa,False,True,0.1,2025-09-09 07:06:44.000+0000,teknia_group,7134,Atomising Air Pressure,Atomising Air Pressure,False,,True,894131,011002 - 1,Running,2025-09-09 07:06:44.000+0000,Preconditioning Predgretje,011002 - 1,11,149,MARIFARM,011002,294089,Citramon-Forte tablet mass,Citramon-Forte tablet mass,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
3a56123b-4f8a-4595-ae89-0670ecc740c1,False,True,2496.0,2024-12-11 10:01:33.000+0000,teknia_group,7132,Total Air Flow,Total Air Flow,False,,False,895421,009925 - 6,Stopped,2024-12-11 10:01:33.000+0000,Heating/Cooling Susenje,009925 - 6,25,149,MARIFARM,009925,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
7307161e-39d6-4016-b1a5-ae1f7cfd8f82,False,True,0.0,2025-03-24 16:22:43.000+0000,teknia_group,7137,Spray Quantity Total,Spray Quantity Total,False,,True,897222,010342 - 4,Running,2025-03-24 16:22:43.000+0000,Heating/Cooling Gretje surovin,010342 - 4,24,149,MARIFARM,010342,293601,Loperamide 2 mg granulate,Loperamide 2 mg granulate,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
6bc9e254-8437-4e4a-9ab7-d5f26c0eebc3,False,True,0.0,2024-03-21 11:00:26.000+0000,teknia_group,7137,Spray Quantity Total,Spray Quantity Total,False,,False,895403,005567 - 4,Running,2024-03-21 11:00:26.000+0000,Heating/Cooling Gretje nad T granulacije,005567 - 4,30,149,MARIFARM,005567,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
e8d0bc95-7fd2-4ae9-9a15-24f27b12c137,False,True,27.0,2025-09-10 11:53:33.000+0000,teknia_group,7141,Exhaust Air Temp.,Exhaust Air Temp.,False,,True,894138,011005 - 3,Stopped,2025-09-10 11:53:33.000+0000,Heating/Cooling Sušenje (gretje/hlajenje),011005 - 3,27,149,MARIFARM,011005,294089,Citramon-Forte tablet mass,Citramon-Forte tablet mass,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
24fac663-66f8-431f-bf1c-cfd2e7f936d3,False,True,21.5,2025-05-16 06:24:58.000+0000,teknia_group,7129,Inlet Air Temperature,Inlet Air Temperature,False,,True,894166,010498 - 1,Running,2025-05-16 06:24:58.000+0000,Preconditioning Predgretje,010498 - 1,11,149,MARIFARM,010498,294089,Citramon-Forte tablet mass,Citramon-Forte tablet mass,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
42dee857-a0f2-4d4b-8563-d844b4f7cf3e,False,True,496.3,2024-01-19 09:28:14.000+0000,teknia_group,7132,Total Air Flow,Total Air Flow,False,,True,895040,008639 - 2,Running,2024-01-19 09:28:14.000+0000,Charging Polnjenje,008639 - 2,41,149,MARIFARM,008639,294089,Citramon-Forte tablet mass,Citramon-Forte tablet mass,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
55593ed5-7df4-4d47-a0a3-4e5fb051386d,False,True,0.0,2024-09-25 10:14:45.000+0000,teknia_group,7135,Spray Rate,Spray Rate,False,,True,897292,009641 - 7,Stopped,2024-09-25 10:14:45.000+0000,Discharging Praznjenje,009641 - 7,81,149,MARIFARM,009641,293601,Loperamide 2 mg granulate,Loperamide 2 mg granulate,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
d9dc625c-00d3-4e15-83ec-a33f5ccf6f79,False,True,64.6,2024-12-12 08:56:00.000+0000,teknia_group,7129,Inlet Air Temperature,Inlet Air Temperature,False,,False,895435,009929 - 3,Running,2024-12-12 08:56:00.000+0000,Charging Pazi pregrevanje in izgube snovi,009929 - 3,43,149,MARIFARM,009929,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
187186d4-10ad-4659-a2d6-852282a979f6,True,True,24.4,2024-03-19 12:26:48.000+0000,teknia_group,7137,Spray Quantity Total,Spray Quantity Total,False,,True,905198,005566 - 15,Running,2024-03-19 12:26:48.000+0000,Discharging Side Praznjnje polnega FB,005566 - 15,83,149,MARIFARM,005566,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
71b86fc2-dec7-4589-a83a-e738493e1e14,True,True,2578.0,2024-03-19 11:39:33.000+0000,teknia_group,7132,Total Air Flow,Total Air Flow,False,,True,905199,005566 - 14,Running,2024-03-19 11:39:33.000+0000,Heating/Cooling Susenje,005566 - 14,25,149,MARIFARM,005566,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
3048f43f-3676-4776-95f7-0a2bbe82e4da,False,True,39.0,2025-03-14 08:39:42.000+0000,teknia_group,7137,Spray Quantity Total,Spray Quantity Total,False,,True,897265,010330-1 - 5,Running,2025-03-14 08:39:42.000+0000,Spraying Prsenje,010330-1 - 5,61,149,MARIFARM,010330-1,293601,Loperamide 2 mg granulate,Loperamide 2 mg granulate,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
f9183967-2a65-4d48-96d7-93249ed3d6d0,False,True,30.22,2024-01-04 10:54:27.000+0000,teknia_group,7141,Exhaust Air Temp.,Exhaust Air Temp.,False,,False,895385,005565 - 5,Running,2024-01-04 10:54:27.000+0000,Spraying Granulacija,005565 - 5,62,149,MARIFARM,005565,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
d750f66d-d6ad-4dae-82d9-902135a0ddc9,False,True,40.1,2024-01-04 10:19:00.000+0000,teknia_group,7129,Inlet Air Temperature,Inlet Air Temperature,False,,False,895383,005565 - 3,Running,2024-01-04 10:19:00.000+0000,Charging Pazi pregrevanje in izgube snovi,005565 - 3,43,149,MARIFARM,005565,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
55244102-b658-40bb-a494-2bd7433639fa,False,True,30.7,2025-09-10 12:07:12.000+0000,teknia_group,7130,Product Temperature,Product Temperature,False,,True,894140,011005 - 5,Stopped,2025-09-10 12:07:12.000+0000,Discharging Praznjenje,011005 - 5,81,149,MARIFARM,011005,294089,Citramon-Forte tablet mass,Citramon-Forte tablet mass,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
f803fa53-cfde-4f1e-a382-6017842aa7da,True,True,2.0,2024-03-25 09:09:58.000+0000,teknia_group,7134,Atomising Air Pressure,Atomising Air Pressure,False,,True,905192,008973 - 13,Running,2024-03-25 09:09:58.000+0000,Spraying Granulacija,008973 - 13,62,149,MARIFARM,008973,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
890a02c4-d6db-430d-bddf-c114b69f4d39,True,True,2504.0,2024-12-11 08:24:42.000+0000,teknia_group,7132,Total Air Flow,Total Air Flow,False,,True,905187,009925 - 10,Stopped,2024-12-11 08:24:42.000+0000,Heating/Cooling Gretje FB,009925 - 10,29,149,MARIFARM,009925,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
13e42ea5-a6ed-42bd-be00-f9c5443b7bfc,False,True,1.0,2025-03-17 14:12:22.000+0000,teknia_group,7132,Total Air Flow,Total Air Flow,False,,True,897251,010333 - 1,Running,2025-03-17 14:12:22.000+0000,Preconditioning,010333 - 1,10,149,MARIFARM,010333,293601,Loperamide 2 mg granulate,Loperamide 2 mg granulate,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
e8c7c16f-f8b1-4ed3-a73b-560584e53534,False,True,0.0,2025-03-14 06:31:36.000+0000,teknia_group,7139,PD Product,PD Product,False,,True,897261,010330-1 - 1,Running,2025-03-14 06:31:36.000+0000,Preconditioning,010330-1 - 1,10,149,MARIFARM,010330-1,293601,Loperamide 2 mg granulate,Loperamide 2 mg granulate,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
4f8b1554-b7ef-424c-bdc4-d2254c405ac1,False,True,68.65,2024-01-04 12:19:33.000+0000,teknia_group,7129,Inlet Air Temperature,Inlet Air Temperature,False,,False,895386,005565 - 6,Stopped,2024-01-04 12:19:33.000+0000,Heating/Cooling Susenje,005565 - 6,25,149,MARIFARM,005565,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
e2508257-1ef3-4c94-a253-d88f53b09de5,False,True,33.5,2025-03-17 16:01:55.000+0000,teknia_group,7141,Exhaust Air Temp.,Exhaust Air Temp.,False,,True,897255,010333 - 5,Running,2025-03-17 16:01:55.000+0000,Spraying Prsenje,010333 - 5,61,149,MARIFARM,010333,293601,Loperamide 2 mg granulate,Loperamide 2 mg granulate,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
0cd817fc-2aa2-4bfa-bdb9-93c931f2bc64,False,True,25.8,2025-09-11 08:31:32.000+0000,teknia_group,7130,Product Temperature,Product Temperature,False,,True,894142,011008 - 2,Running,2025-09-11 08:31:32.000+0000,Charging Polnjenje,011008 - 2,41,149,MARIFARM,011008,294089,Citramon-Forte tablet mass,Citramon-Forte tablet mass,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
0eb8b193-ff08-46aa-b16b-796e415826df,False,True,1509.0,2025-09-10 13:00:11.000+0000,teknia_group,7139,PD Product,PD Product,False,,True,894140,011005 - 5,Stopped,2025-09-10 13:00:11.000+0000,Discharging Praznjenje,011005 - 5,81,149,MARIFARM,011005,294089,Citramon-Forte tablet mass,Citramon-Forte tablet mass,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
6648d8f6-9394-46dc-95b9-457213fd1025,False,True,0.0,2025-03-25 07:29:48.000+0000,teknia_group,7136,Spray Quantity Operation,Spray Quantity Operation,False,,True,897214,010342-1 - 4,Running,2025-03-25 07:29:48.000+0000,Heating/Cooling Gretje surovin,010342-1 - 4,24,149,MARIFARM,010342-1,293601,Loperamide 2 mg granulate,Loperamide 2 mg granulate,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
c818c7a7-ef5f-4c2e-81d1-48831919f03e,False,True,2723.0,2024-03-21 11:01:26.000+0000,teknia_group,7139,PD Product,PD Product,False,,False,895403,005567 - 4,Running,2024-03-21 11:01:26.000+0000,Heating/Cooling Gretje nad T granulacije,005567 - 4,30,149,MARIFARM,005567,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
01adf6f9-e074-4389-a32e-36bd342db722,False,True,431.0,2024-12-11 10:02:08.000+0000,teknia_group,7140,PD Product Filter,PD Product Filter,False,,False,895421,009925 - 6,Stopped,2024-12-11 10:02:08.000+0000,Heating/Cooling Susenje,009925 - 6,25,149,MARIFARM,009925,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
2ac793b0-986a-4580-8420-134cc6c584af,False,True,0.0,2024-03-25 08:26:59.000+0000,teknia_group,7134,Atomising Air Pressure,Atomising Air Pressure,False,,False,895408,008973 - 1,Running,2024-03-25 08:26:59.000+0000,Preconditioning,008973 - 1,10,149,MARIFARM,008973,294092,Antares PV,Antares PV,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
5c9bb4ce-2ae9-4883-bb55-b0be9f617552,False,True,30.0,2025-09-18 07:18:32.000+0000,teknia_group,7129,Inlet Air Temperature,Inlet Air Temperature,False,,True,894162,011076 - 2,Running,2025-09-18 07:18:32.000+0000,Charging Polnjenje,011076 - 2,41,149,MARIFARM,011076,294089,Citramon-Forte tablet mass,Citramon-Forte tablet mass,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
beadbd10-c0f2-480a-bddd-4684d2f7b56f,False,True,1.5,2025-09-12 08:43:15.000+0000,teknia_group,7134,Atomising Air Pressure,Atomising Air Pressure,False,,True,894148,011011 - 3,Stopped,2025-09-12 08:43:15.000+0000,Heating/Cooling Sušenje (gretje/hlajenje),011011 - 3,27,149,MARIFARM,011011,294089,Citramon-Forte tablet mass,Citramon-Forte tablet mass,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
3a6bb612-a223-43f0-9db6-3e4eea83ac24,False,True,50.0,2024-01-12 07:48:43.000+0000,teknia_group,7142,Inlet Air Handler Exit Temp.,Inlet Air Handler Exit Temp.,False,,True,895034,008633 - 1,Running,2024-01-12 07:48:43.000+0000,Preconditioning Predgretje,008633 - 1,11,149,MARIFARM,008633,294089,Citramon-Forte tablet mass,Citramon-Forte tablet mass,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
d3554d7d-f3b2-4b43-8252-932acf35e8e6,False,True,2502.0,2025-09-10 11:49:09.000+0000,teknia_group,7132,Total Air Flow,Total Air Flow,False,,True,894137,011005 - 2,Stopped,2025-09-10 11:49:09.000+0000,Charging Polnjenje,011005 - 2,41,149,MARIFARM,011005,294089,Citramon-Forte tablet mass,Citramon-Forte tablet mass,,,,True,,,951,WORKCENTER,WC1,441165,MARIFARM,MARIFARM,PRODUCTION,
